place_id,class_name,UTMx,UTMy,filename
4257,bangkok,660329.93,1522162.46,@0660329.93@1522162.46@47@P@013.76438@0100.48301@3TQZ69H-WlAmAiXDm9yQtQ@@398@@@@201905@4257_Bangkok@.jpg
4257,bangkok,660330.27,1522163.07,@0660330.27@1522163.07@47@P@013.76439@0100.48301@QhkneM7OnxIn0IR04qbFPQ@@400@@@@201909@4257_Bangkok@.jpg
4257,bangkok,660330.53,1522165.22,@0660330.53@1522165.22@47@P@013.76440@0100.48302@7HIQoULslD4PVaOuH7Rsrw@@389@@@@201811@4257_Bangkok@.jpg
4257,bangkok,660330.57,1522162.71,@0660330.57@1522162.71@47@P@013.76438@0100.48302@t7St5vvrNm4vutUqzQTHkw@@386@@@@201409@4257_Bangkok@.jpg
4257,bangkok,660330.78,1522161.38,@0660330.78@1522161.38@47@P@013.76437@0100.48302@baM4Yu8GtebenSDFcRHyGg@@405@@@@201708@4257_Bangkok@.jpg
4257,bangkok,660331.09,1522165.4,@0660331.09@1522165.40@47@P@013.76441@0100.48302@HheLIcFVa_YmE_0ZIjaCxA@@387@@@@201109@4257_Bangkok@.jpg
4257,bangkok,660331.13,1522166.15,@0660331.13@1522166.15@47@P@013.76441@0100.48302@Oa8ctzhyKa5FBv2_roCOFw@@406@@@@201802@4257_Bangkok@.jpg
4257,bangkok,660332.1,1522163.14,@0660332.10@1522163.14@47@P@013.76439@0100.48303@4MzEbBT_R8cirXEKykDwhA@@395@@@@201806@4257_Bangkok@.jpg
4257,bangkok,660332.2,1522162.5,@0660332.20@1522162.50@47@P@013.76438@0100.48303@eANJrTGNPto8I9MvO3u4dw@@391@@@@201611@4257_Bangkok@.jpg
4257,bangkok,660332.34,1522161.98,@0660332.34@1522161.98@47@P@013.76438@0100.48303@8KuyFvm4J__CYUtBjwuBcA@@390@@@@201705@4257_Bangkok@.jpg
4257,bangkok,660332.71,1522162.85,@0660332.71@1522162.85@47@P@013.76438@0100.48304@SmeRXdtJKzwXPUMMGuoG_A@@403@@@@202009@4257_Bangkok@.jpg
4257,bangkok,660332.89,1522160.87,@0660332.89@1522160.87@47@P@013.76437@0100.48304@lg7hCQ5kEYRhIqpwQ4iCFQ@@401@@@@201807@4257_Bangkok@.jpg
4257,bangkok,660335.56,1522164.49,@0660335.56@1522164.49@47@P@013.76440@0100.48306@u4XacJw9lKPIidUZ5Kultg@@401@@@@201711@4257_Bangkok@.jpg
3741,bangkok,660345.26,1521448.88,@0660345.26@1521448.88@47@P@013.75793@0100.48311@54lGJM6Wk5zbQrcSbOZ0GQ@@225@@@@201611@3741_Bangkok@.jpg
3741,bangkok,660345.86,1521447.4,@0660345.86@1521447.40@47@P@013.75792@0100.48312@XwCJg7OY-0IPFnPSJNhkwQ@@227@@@@201705@3741_Bangkok@.jpg
3741,bangkok,660347.64,1521451.08,@0660347.64@1521451.08@47@P@013.75795@0100.48313@Zif89rM83ITD1LmNTWLD8Q@@252@@@@201909@3741_Bangkok@.jpg
3741,bangkok,660348.86,1521454.15,@0660348.86@1521454.15@47@P@013.75798@0100.48315@gDS3i2_2CBgciW6Q9dhX_g@@235@@@@201109@3741_Bangkok@.jpg
3741,bangkok,660348.86,1521455.67,@0660348.86@1521455.67@47@P@013.75799@0100.48315@aNQG5yZFRWIhKwRMx-Bxqg@@240@@@@201802@3741_Bangkok@.jpg
3656,bangkok,660362.96,1521363.11,@0660362.96@1521363.11@47@P@013.75715@0100.48327@nIA_yJtRKg2hRq2ASgCZGw@@007@@@@201711@3656_Bangkok@.jpg
3656,bangkok,660363.62,1521363.44,@0660363.62@1521363.44@47@P@013.75716@0100.48328@e1-RiNabdZRkzrIe0dUMmA@@010@@@@201611@3656_Bangkok@.jpg
3656,bangkok,660364.13,1521358.49,@0660364.13@1521358.49@47@P@013.75711@0100.48328@vXJaH9JZkI-NWKr0EqJrug@@025@@@@201802@3656_Bangkok@.jpg
3656,bangkok,660364.6,1521362.46,@0660364.60@1521362.46@47@P@013.75715@0100.48329@WA2vVTP4TQVGuo83OPH2lQ@@026@@@@201409@3656_Bangkok@.jpg
3656,bangkok,660364.71,1521357.9,@0660364.71@1521357.90@47@P@013.75711@0100.48329@udMRe4_Mr3N9zkdZImicxg@@024@@@@201709@3656_Bangkok@.jpg
4355,bangkok,660365.95,1522269.65,@0660365.95@1522269.65@47@P@013.76535@0100.48335@-oOu7u-K0GR53gIW7psryg@@368@@@@201109@4355_Bangkok@.jpg
4355,bangkok,660367.12,1522263.75,@0660367.12@1522263.75@47@P@013.76529@0100.48336@Lf16_DvHTBxzGOSis9pNZw@@379@@@@201806@4355_Bangkok@.jpg
4355,bangkok,660367.23,1522264.88,@0660367.23@1522264.88@47@P@013.76530@0100.48336@T6xL2Ov2P9_riC4se7Kw8A@@388@@@@201807@4355_Bangkok@.jpg
3656,bangkok,660367.37,1521360.54,@0660367.37@1521360.54@47@P@013.75713@0100.48331@qmulkALN4IxJK_qFfxf0FA@@008@@@@201905@3656_Bangkok@.jpg
3656,bangkok,660367.49,1521361.07,@0660367.49@1521361.07@47@P@013.75713@0100.48331@42leNZv4Eu08nD2kvpgydQ@@008@@@@201909@3656_Bangkok@.jpg
