place_id,class_name,UTMx,UTMy,filename
841,barcelona,425466.66,4581221.0,@0425466.66@4581221.00@31@T@041.37906@0002.10864@YieKhi4tmfQA2EKIIdCoGQ@@246@@@@201806@841_Barcelona@.jpg
841,barcelona,425466.69,4581220.29,@0425466.69@4581220.29@31@T@041.37905@0002.10864@SN4p06eD_MJrSVrUbk8bnw@@250@@@@201406@841_Barcelona@.jpg
841,barcelona,425466.77,4581219.43,@0425466.77@4581219.43@31@T@041.37904@0002.10864@2K3r21jZna1k7aZWO4XJgQ@@251@@@@201211@841_Barcelona@.jpg
841,barcelona,425466.78,4581220.05,@0425466.78@4581220.05@31@T@041.37905@0002.10864@6qb05jnHWnsYiYj5tag-Aw@@264@@@@201205@841_Barcelona@.jpg
841,barcelona,425466.88,4581219.5,@0425466.88@4581219.50@31@T@041.37904@0002.10865@yaLgtS9eJV9jQ4r_MzhiFQ@@251@@@@201705@841_Barcelona@.jpg
841,barcelona,425467.37,4581218.64,@0425467.37@4581218.64@31@T@041.37903@0002.10865@ii6Br7DlDcXgpaonuKdBRA@@258@@@@201605@841_Barcelona@.jpg
841,barcelona,425467.41,4581219.18,@0425467.41@4581219.18@31@T@041.37904@0002.10865@GiZVvhN_sz4wlWyk08j8OQ@@265@@@@201504@841_Barcelona@.jpg
841,barcelona,425467.94,4581217.44,@0425467.94@4581217.44@31@T@041.37902@0002.10866@08IYB9iTPlItbLf8igxuSw@@253@@@@200806@841_Barcelona@.jpg
841,barcelona,425468.12,4581217.08,@0425468.12@4581217.08@31@T@041.37902@0002.10866@X0woXuBeyUPqUKYdH5O1tw@@242@@@@201410@841_Barcelona@.jpg
841,barcelona,425468.68,4581216.43,@0425468.68@4581216.43@31@T@041.37901@0002.10867@e6zHsFx0-cB5qCOw9aPmDA@@262@@@@201402@841_Barcelona@.jpg
841,barcelona,425468.83,4581216.71,@0425468.83@4581216.71@31@T@041.37902@0002.10867@MEo8AOYA_Wmr_i5dSY66iQ@@261@@@@201310@841_Barcelona@.jpg
841,barcelona,425470.89,4581218.55,@0425470.89@4581218.55@31@T@041.37903@0002.10869@kzS4NveE0tKbsNxDDUql6g@@253@@@@201906@841_Barcelona@.jpg
841,barcelona,425471.38,4581218.47,@0425471.38@4581218.47@31@T@041.37903@0002.10870@1fKCL2GAmIut3QF6Y2ff7g@@233@@@@201903@841_Barcelona@.jpg
1679,barcelona,425596.59,4583946.09,@0425596.59@4583946.09@31@T@041.40361@0002.10986@qZHNdf-F-jG95XGdbOaInQ@@215@@@@201605@1679_Barcelona@.jpg
336,barcelona,425596.66,4579756.17,@0425596.66@4579756.17@31@T@041.36587@0002.11038@mEVgeEJIN_DYULNb5_hzoA@@342@@@@201205@336_Barcelona@.jpg
1679,barcelona,425596.82,4583945.63,@0425596.82@4583945.63@31@T@041.40361@0002.10986@vXrS5-Del4gE9WxwHH_YVw@@243@@@@201205@1679_Barcelona@.jpg
